"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 27, 2015","0.01206","0.01300","0.01398","0.01160","-","-7.23%"
"Feb 26, 2015","0.01300","0.01400","0.01400","0.01160","0.04K","-7.14%"
"Feb 25, 2015","0.01400","0.01343","0.01400","0.01307","-","4.24%"
"Feb 24, 2015","0.01343","0.01403","0.01403","0.01307","-","-4.28%"
"Feb 23, 2015","0.01403","0.01307","0.01403","0.01307","-","7.35%"
"Feb 22, 2015","0.01307","0.01307","0.01403","0.01307","-","0.00%"
"Feb 21, 2015","0.01307","0.01307","0.01410","0.01307","0.00K","0.00%"
"Feb 20, 2015","0.01307","0.01307","0.01498","0.01307","-","0.00%"
"Feb 19, 2015","0.01307","0.01499","0.01499","0.01307","-","-12.81%"
"Feb 18, 2015","0.01499","0.01301","0.01499","0.01301","-","15.22%"
"Feb 17, 2015","0.01301","0.01508","0.01508","0.01202","-","-13.73%"
"Feb 16, 2015","0.01508","0.01509","0.01509","0.01200","-","25.67%"
"Feb 15, 2015","0.01200","0.01200","0.01200","0.01200","-","0.00%"
"Feb 14, 2015","0.01200","0.01445","0.01508","0.01200","-","-16.96%"
"Feb 13, 2015","0.01445","0.01430","0.01472","0.01201","-","1.05%"
"Feb 12, 2015","0.01430","0.01462","0.01463","0.01101","-","-2.19%"
"Feb 11, 2015","0.01462","0.01464","0.01464","0.01100","-","-0.14%"
"Feb 10, 2015","0.01464","0.01350","0.01467","0.01100","-","8.44%"
"Feb 09, 2015","0.01350","0.01428","0.01467","0.01350","-","-5.46%"
"Feb 08, 2015","0.01428","0.01468","0.01506","0.01428","-","-2.72%"
"Feb 07, 2015","0.01468","0.01550","0.01550","0.01401","0.22K","-5.29%"
"Feb 06, 2015","0.01550","0.01573","0.01695","0.01400","0.34K","-1.46%"
"Feb 05, 2015","0.01573","0.01400","0.01573","0.01300","-","12.36%"
"Feb 04, 2015","0.01400","0.01480","0.01480","0.01400","-","-5.41%"
"Feb 03, 2015","0.01480","0.01327","0.01500","0.01327","-","11.53%"
"Feb 02, 2015","0.01327","0.01500","0.01500","0.01327","-","-1.85%"
"Feb 01, 2015","0.01352","0.01499","0.01499","0.01351","0.10K","-9.81%"
"Jan 31, 2015","0.01499","0.01500","0.01500","0.01350","1.22K","-0.07%"
"Jan 30, 2015","0.01500","0.01350","0.01500","0.01350","1.02K","11.11%"
"Jan 29, 2015","0.01350","0.01500","0.01500","0.01310","-","-10.00%"
"Jan 28, 2015","0.01500","0.01550","0.01670","0.01310","-","-3.23%"
"Jan 27, 2015","0.01550","0.01469","0.01700","0.01469","-","5.51%"
"Jan 26, 2015","0.01469","0.01700","0.01750","0.01469","-","-13.59%"
"Jan 25, 2015","0.01700","0.01739","0.01739","0.01560","-","-2.24%"
"Jan 24, 2015","0.01739","0.01600","0.01739","0.01500","-","8.69%"
"Jan 23, 2015","0.01600","0.01602","0.01700","0.01600","-","-0.12%"
"Jan 22, 2015","0.01602","0.01523","0.01750","0.01523","-","5.19%"
